# Simulation 3 (Up to date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 698 data points written for 54 variables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral a c celeration (m/s²),L atitude (°),L ongitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
3.8312,129.74,44.855,1.9659,44.855,1.966,-0.046287,-6.36E-04,0.046291,-179.21,0.032457,0.014675,28.61,-80.6,9.7918,2.34E-04,0,0,0,235.43,7.9396,0.011738,3.23E-04,60.656,46.208,2.8895,0.13197,2101789,4.2844,1.5163,0.63435,0.63435,0.19191,0.32018,0.12226,5.30E-05,3.93E-05,-2.17E-04,0,0,0,0,0,0.005743,5,19.635,89.958,-179.66,NaN,14.157,998.03,339.88,0.05,0.030605
3.8812,131.98,44.953,1.9855,44.953,1.9856,-0.047928,-6.52E-04,0.047932,-179.22,0.033185,0.014713,28.61,-80.6,9.7918,1.24E-04,0,0,0,235.3,7.8154,0.011733,3.23E-04,60.656,46.198,2.8917,0.13227,2106012,4.2938,1.5225,0.63432,0.63432,0.19183,0.32021,0.12227,2.81E-05,-1.86E-04,7.90E-05,0,0,0,0,0,0.0057556,5,19.635,89.958,-179.37,NaN,14.142,997.77,339.87,0.05,0.030924
3.9312,134.23,45.052,2.0048,45.052,2.0048,-0.049605,-6.69E-04,0.049609,-179.23,0.033902,0.014324,28.61,-80.6,9.7918,2.77E-04,0,0,0,235.18,7.6911,0.011727,3.23E-04,60.656,46.187,2.8939,0.13256,2110278,4.3031,1.5288,0.63428,0.63428,0.19176,0.32023,0.12228,6.27E-05,-3.63E-05,3.14E-05,0,0,0,0,0,0.0057682,5,19.635,89.957,-179.1,NaN,14.127,997.51,339.86,0.05,0.031305
3.9812,136.49,45.152,2.0238,45.152,2.0238,-0.051318,-6.87E-04,0.051322,-179.23,0.034631,0.014854,28.61,-80.6,9.7918,1.40E-04,0,0,0,235.06,7.5669,0.011722,3.23E-04,60.656,46.176,2.896,0.13286,2114587,4.3125,1.5352,0.63424,0.63424,0.19169,0.32026,0.12229,3.16E-05,-2.02E-05,-1.07E-04,0,0,0,0,0,0.005781,5,19.635,89.956,-179.19,NaN,14.113,997.24,339.85,0.05,0.031732
4.0312,138.75,45.252,2.0424,45.252,2.0425,-0.053068,-7.06E-04,0.053073,-179.24,0.035388,0.015144,28.61,-80.6,9.7918,3.78E-05,0,0,0,234.93,7.4426,0.011717,3.23E-04,60.657,46.166,2.8982,0.13316,2118937,4.3219,1.5416,0.6342,0.6342,0.19161,0.32028,0.12231,8.54E-06,4.90E-04,-3.88E-04,0,0,0,0,0,0.0057939,5,19.635,89.955,-179.39,NaN,14.098,996.98,339.84,0.05,0.032318
4.0812,141.01,45.354,2.0608,45.354,2.0609,-0.054856,-7.25E-04,0.054861,-179.24,0.036137,0.015519,28.61,-80.6,9.7917,1.21E-04,0,0,0,234.81,7.3184,0.011712,3.23E-04,60.657,46.155,2.9004,0.13346,2123328,4.3312,1.5481,0.63416,0.63416,0.19154,0.32031,0.12232,2.74E-05,-1.70E-05,-9.32E-06,0,0,0,0,0,0.0058069,5,19.635,89.954,-179.5,NaN,14.083,996.71,339.83,0.05,0.03287
4.1312,143.28,45.457,2.0789,45.457,2.079,-0.056682,-7.44E-04,0.056687,-179.25,0.036899,0.015605,28.61,-80.6,9.7917,6.85E-05,0,0,0,234.68,7.1942,0.011707,3.23E-04,60.657,46.144,2.9025,0.13377,2127759,4.3406,1.5547,0.63412,0.63412,0.19146,0.32033,0.12233,1.55E-05,3.57E-04,-2.57E-05,0,0,0,0,0,0.0058201,5,19.635,89.954,-179.44,NaN,14.069,996.45,339.82,0.05,0.033178
4.1812,145.56,45.56,2.0967,45.56,2.0968,-0.058546,-7.64E-04,0.058551,-179.25,0.037662,0.015431,28.61,-80.6,9.7917,2.50E-04,0,0,0,234.56,7.0699,0.011701,3.23E-04,60.657,46.133,2.9047,0.13407,2132229,4.3499,1.5614,0.63408,0.63408,0.19139,0.32036,0.12234,5.65E-05,2.01E-04,4.05E-04,0,0,0,0,0,0.0058333,5,19.635,89.953,-179.12,NaN,14.054,996.18,339.82,0.05,0.033578
4.2312,147.84,45.665,2.1142,45.665,2.1143,-0.060448,-7.85E-04,0.060453,-179.26,0.038448,0.016093,28.61,-80.6,9.7917,1.90E-04,0,0,0,234.44,6.9457,0.011696,3.23E-04,60.657,46.122,2.9069,0.13438,2136738,4.3593,1.5681,0.63405,0.63405,0.19131,0.32039,0.12235,4.29E-05,-2.27E-04,-1.57E-04,0,0,0,0,0,0.0058467,5,19.635,89.952,-179.15,NaN,14.039,995.91,339.81,0.05,0.034104
4.2812,150.13,45.77,2.1315,45.77,2.1315,-0.062391,-8.07E-04,0.062396,-179.26,0.039264,0.01649,28.61,-80.6,9.7917,1.97E-04,0,0,0,234.31,6.8214,0.011691,3.23E-04,60.657,46.112,2.9091,0.1347,2141285,4.3686,1.5749,0.63401,0.63401,0.19123,0.32041,0.12236,4.46E-05,4.45E-04,3.06E-04,0,0,0,0,0,0.0058602,5,19.635,89.951,-179.19,NaN,14.024,995.64,339.8,0.05,0.034452
4.3312,152.42,45.876,2.1484,45.876,2.1485,-0.064375,-8.30E-04,0.06438,-179.26,0.040089,0.016311,28.61,-80.6,9.7917,1.60E-04,0,0,0,234.19,6.6972,0.011686,3.23E-04,60.657,46.101,2.9112,0.13501,2145870,4.378,1.5818,0.63397,0.63397,0.19116,0.32044,0.12237,3.62E-05,-9.54E-05,1.70E-05,0,0,0,0,0,0.0058738,5,19.635,89.95,-179.12,NaN,14.009,995.37,339.79,0.05,0.034759
4.3812,154.71,45.983,2.1651,45.983,2.1651,-0.066399,-8.55E-04,0.066405,-179.26,0.040889,0.01546,28.61,-80.6,9.7917,4.09E-04,0,0,0,234.06,6.573,0.01168,3.23E-04,60.657,46.09,2.9134,0.13533,2150490,4.3873,1.5887,0.63393,0.63393,0.19108,0.32047,0.12238,9.26E-05,7.37E-04,-4.82E-04,0,0,0,0,0,0.0058875,5,19.635,89.949,-179.21,NaN,13.994,995.1,339.78,0.05,0.035015
4.4312,157.02,46.091,2.1815,46.091,2.1815,-0.068463,-8.81E-04,0.068468,-179.26,0.041662,0.015307,28.61,-80.6,9.7917,5.44E-04,0,0,0,233.94,6.4487,0.011675,3.23E-04,60.657,46.079,2.9156,0.13565,2155147,4.3967,1.5957,0.63389,0.63389,0.191,0.3205,0.12239,1.23E-04,4.01E-04,-2.66E-04,0,0,0,0,0,0.0059013,5,19.635,89.949,-179.4,NaN,13.979,994.83,339.77,0.05,0.035262
4.4812,159.32,46.199,2.1782,46.199,2.1783,-0.070565,-9.05E-04,0.070571,-179.26,0.042458,0.01693,28.61,-80.6,9.7917,2.41E-04,0,0,0,233.81,6.3245,0.01167,3.23E-04,60.657,46.068,2.9178,0.13598,2159839,4.4015,1.6028,0.63385,0.63385,0.19092,0.32052,0.1224,5.46E-05,1.85E-04,-1.45E-04,0,0,0,0,0,0.0059152,5,19.635,89.947,-179.6,NaN,13.964,994.56,339.76,0.05,0.035513
4.5312,161.64,46.308,2.1383,46.308,2.1384,-0.07271,-9.30E-04,0.072716,-179.27,0.04336,0.019124,28.61,-80.6,9.7917,7.70E-04,0,0,0,233.69,6.1998,0.011665,3.23E-04,60.657,46.057,2.92,0.1363,2164520,4.3978,1.6099,0.63381,0.63381,0.19085,0.32055,0.12242,1.74E-04,4.82E-04,1.03E-04,0,0,0,0,0,0.005929,5,19.635,89.946,-179.51,NaN,13.949,994.29,339.75,0.05,0.035938
4.5812,163.95,46.414,2.098,46.414,2.098,-0.074902,-9.53E-04,0.074908,-179.27,0.044342,0.019792,28.61,-80.6,9.7917,9.30E-04,0,0,0,233.56,6.0747,0.011659,3.23E-04,60.657,46.046,2.9222,0.13662,2169106,4.3938,1.6168,0.63377,0.63377,0.19077,0.32058,0.12243,2.10E-04,6.99E-04,-2.28E-04,0,0,0,0,0,0.0059427,5,19.635,89.944,-179.42,NaN,13.934,994.02,339.74,0.05,0.03621
4.6312,166.28,46.519,2.0581,46.519,2.0582,-0.077144,-9.77E-04,0.07715,-179.27,0.045309,0.018459,28.61,-80.6,9.7917,3.94E-04,0,0,0,233.44,5.9495,0.011654,3.23E-04,60.657,46.035,2.9244,0.13693,2173596,4.3899,1.6236,0.63374,0.63374,0.1907,0.32061,0.12244,8.91E-05,3.84E-05,9.72E-05,0,0,0,0,0,0.005956,5,19.635,89.944,-179.21,NaN,13.919,993.75,339.73,0.05,0.036476
4.6812,168.6,46.621,2.0188,46.621,2.0189,-0.079431,-0.0010028,0.079438,-179.28,0.046197,0.016834,28.61,-80.6,9.7917,4.10E-04,0,0,0,233.31,5.8242,0.011649,3.23E-04,60.658,46.024,2.9266,0.13723,2177990,4.3859,1.6304,0.6337,0.6337,0.19062,0.32063,0.12245,9.27E-05,4.84E-04,-1.66E-04,0,0,0,0,0,0.0059692,5,19.635,89.944,-179.09,NaN,13.904,993.48,339.72,0.05,0.036782
4.7312,170.94,46.722,1.98,46.722,1.98,-0.081761,-0.0010296,0.081768,-179.28,0.047017,0.016215,28.61,-80.6,9.7917,6.02E-04,0,0,0,233.19,5.699,0.011644,3.23E-04,60.658,46.013,2.9288,0.13753,2182291,4.3819,1.6369,0.63367,0.63367,0.19055,0.32066,0.12246,1.36E-04,3.23E-04,-3.77E-04,0,0,0,0,0,0.005982,5,19.635,89.943,-179.24,NaN,13.889,993.2,339.72,0.05,0.037048
4.7812,173.28,46.82,1.9416,46.82,1.9417,-0.084133,-0.0010572,0.084139,-179.28,0.047858,0.017631,28.61,-80.6,9.7916,1.58E-04,0,0,0,233.06,5.5738,0.011638,3.23E-04,60.658,46.002,2.9311,0.13783,2186499,4.378,1.6434,0.63364,0.63364,0.19048,0.32068,0.12247,3.56E-05,1.44E-04,5.00E-04,0,0,0,0,0,0.0059946,5,19.635,89.942,-179.24,NaN,13.874,992.93,339.71,0.05,0.037316
4.8312,175.62,46.917,1.9037,46.917,1.9038,-0.086549,-0.0010862,0.086555,-179.28,0.0488,0.02016,28.61,-80.6,9.7916,7.99E-04,0,0,0,232.94,5.4485,0.011633,3.23E-04,60.658,45.991,2.9332,0.13811,2190615,4.374,1.6497,0.6336,0.6336,0.19042,0.32071,0.12248,1.81E-04,2.82E-04,1.46E-04,0,0,0,0,0,0.006007,5,19.635,89.94,-178.97,NaN,13.858,992.65,339.7,0.05,0.037584
4.8812,177.97,47.012,1.8663,47.012,1.8665,-0.089015,-0.0011174,0.089022,-179.28,0.049854,0.021341,28.61,-80.6,9.7916,0.0011334,0,0,0,232.81,5.3233,0.011628,3.23E-04,60.658,45.98,2.9354,0.1384,2194641,4.3701,1.656,0.63357,0.63357,0.19035,0.32073,0.12249,2.56E-04,7.40E-04,-2.78E-04,0,0,0,0,0,0.0060192,5,19.635,89.938,-178.9,NaN,13.843,992.38,339.69,0.05,0.037868
4.9312,180.32,47.104,1.8294,47.104,1.8295,-0.091533,-0.0011519,0.09154,-179.28,0.050884,0.019928,28.61,-80.6,9.7916,5.38E-04,0,0,0,232.69,5.1981,0.011622,3.23E-04,60.658,45.969,2.9377,0.13867,2198577,4.3661,1.6621,0.63354,0.63354,0.19029,0.32076,0.1225,1.22E-04,8.39E-04,3.91E-04,0,0,0,0,0,0.0060311,5,19.635,89.938,-178.98,NaN,13.828,992.1,339.68,0.05,0.038118
4.9812,182.68,47.196,1.7929,47.196,1.793,-0.094101,-0.0011881,0.094108,-179.28,0.051814,0.017225,28.61,-80.6,9.7916,5.95E-04,0,0,0,232.56,5.0728,0.011617,3.23E-04,60.658,45.958,2.9399,0.13895,2202426,4.3622,1.668,0.63351,0.63351,0.19022,0.32078,0.12251,1.35E-04,6.71E-05,-1.33E-04,0,0,0,0,0,0.0060427,5,19.635,89.938,-179.38,NaN,13.813,991.82,339.67,0.05,0.038368
5.0312,185.04,47.285,1.757,47.285,1.757,-0.096712,-0.0012236,0.096719,-179.28,0.052622,0.015852,28.61,-80.6,9.7916,0.0011427,0,0,0,232.44,4.9476,0.011612,3.23E-04,60.658,45.947,2.9421,0.13921,2206187,4.3582,1.6739,0.63348,0.63348,0.19016,0.3208,0.12252,2.59E-04,8.91E-04,-3.98E-04,0,0,0,0,0,0.0060542,5,19.635,89.937,-179.51,NaN,13.797,991.55,339.66,0.05,0.038688
5.0812,187.41,47.372,1.7214,47.372,1.7215,-0.099363,-0.0012571,0.099371,-179.28,0.053436,0.017369,28.61,-80.6,9.7916,6.05E-04,0,0,0,232.31,4.8224,0.011606,3.23E-04,60.658,45.936,2.9444,0.13947,2209863,4.3543,1.6796,0.63346,0.63346,0.1901,0.32083,0.12253,1.37E-04,8.62E-04,4.44E-04,0,0,0,0,0,0.0060654,5,19.635,89.936,-179.26,NaN,13.782,991.27,339.65,0.05,0.038959
5.1312,189.78,47.458,1.6864,47.458,1.6865,-0.10206,-0.0012913,0.10207,-179.28,0.05438,0.020375,28.61,-80.6,9.7916,5.20E-04,0,0,0,232.19,4.6972,0.011601,3.23E-04,60.658,45.925,2.9466,0.13973,2213454,4.3503,1.6853,0.63343,0.63343,0.19004,0.32085,0.12254,1.18E-04,1.85E-04,-1.26E-04,0,0,0,0,0,0.0060763,5,19.635,89.934,-178.97,NaN,13.766,990.99,339.64,0.05,0.039229
5.1812,192.15,47.542,1.6517,47.542,1.6519,-0.1048,-0.0013284,0.10481,-179.27,0.055452,0.022115,28.61,-80.6,9.7916,0.0010325,0,0,0,232.06,4.5719,0.011596,3.23E-04,60.658,45.914,2.9488,0.13998,2216962,4.3463,1.6908,0.6334,0.6334,0.18999,0.32087,0.12255,2.34E-04,3.77E-04,1.61E-04,0,0,0,0,0,0.0060871,5,19.635,89.932,-178.86,NaN,13.751,990.71,339.63,0.05,0.039495
5.2312,194.53,47.624,1.6176,47.624,1.6177,-0.1076,-0.0013685,0.10761,-179.27,0.056563,0.021788,28.61,-80.6,9.7916,8.33E-04,0,0,0,231.94,4.4467,0.01159,3.23E-04,60.658,45.903,2.9511,0.14023,2220387,4.3424,1.6962,0.63338,0.63338,0.18993,0.32089,0.12256,1.89E-04,6.61E-04,4.61E-05,0,0,0,0,0,0.0060976,5,19.635,89.931,-178.86,NaN,13.736,990.43,339.62,0.05,0.039929
5.2812,196.92,47.705,1.5839,47.705,1.584,-0.11046,-0.0014112,0.11047,-179.27,0.057599,0.019593,28.61,-80.6,9.7916,2.75E-04,0,0,0,231.81,4.3215,0.011585,3.23E-04,60.658,45.892,2.9533,0.14047,2223731,4.3384,1.7015,0.63335,0.63335,0.18988,0.32091,0.12257,6.22E-05,2.29E-04,-2.14E-04,0,0,0,0,0,0.0061079,5,19.635,89.931,-178.91,NaN,13.72,990.16,339.61,0.05,0.0402
5.3312,199.3,47.784,1.5506,47.784,1.5507,-0.11336,-0.0014561,0.11337,-179.26,0.058534,0.018375,28.61,-80.6,9.7916,6.15E-04,0,0,0,231.69,4.1962,0.011579,3.23E-04,60.658,45.881,2.9556,0.1407,2226994,4.3345,1.7067,0.63333,0.63333,0.18983,0.32093,0.12257,1.39E-04,8.42E-04,-3.33E-04,0,0,0,0,0,0.0061181,5,19.635,89.93,-178.94,NaN,13.705,989.88,339.6,0.05,0.040579
5.3812,201.69,47.861,1.5154,47.861,1.5155,-0.11631,-0.0015027,0.11632,-179.26,0.059475,0.019392,28.61,-80.6,9.7916,2.78E-04,0,0,0,231.56,4.0711,0.011574,3.23E-04,60.659,45.869,2.9578,0.14094,2230179,4.33,1.7117,0.63331,0.63331,0.18977,0.32095,0.12258,6.29E-05,-2.05E-04,3.33E-04,0,0,0,0,0,0.0061279,5,19.635,89.929,-179.07,NaN,13.689,989.59,339.59,0.05,0.04113
5.4312,204.09,47.936,1.4791,47.936,1.4793,-0.11931,-0.0015499,0.11932,-179.26,0.06046,0.020522,28.61,-80.6,9.7915,6.34E-05,0,0,0,231.44,3.947,0.011569,3.23E-04,60.659,45.858,2.9601,0.14116,2233280,4.3251,1.7167,0.63329,0.63329,0.18973,0.32097,0.12259,1.43E-05,-7.33E-05,-4.78E-04,0,0,0,0,0,0.0061376,5,19.635,89.928,-179.05,NaN,13.673,989.31,339.58,0.05,0.041478
5.4812,206.49,48.01,1.4433,48.01,1.4434,-0.12236,-0.0015981,0.12237,-179.25,0.061495,0.020703,28.61,-80.6,9.7915,2.72E-04,0,0,0,231.31,3.8238,0.011563,3.23E-04,60.659,45.847,2.9623,0.14138,2236295,4.3203,1.7215,0.63327,0.63327,0.18968,0.32099,0.1226,6.15E-05,2.24E-04,6.13E-05,0,0,0,0,0,0.006147,5,19.635,89.927,-178.87,NaN,13.658,989.03,339.58,0.05,0.041748
5.5312,208.89,48.082,1.408,48.082,1.4081,-0.12546,-0.0016488,0.12547,-179.25,0.06252,0.02,28.61,-80.6,9.7915,3.75E-04,0,0,0,231.19,3.7005,0.011558,3.23E-04,60.659,45.836,2.9645,0.1416,2239224,4.3154,1.7262,0.63325,0.63325,0.18963,0.32101,0.12261,8.48E-05,3.10E-04,2.25E-04,0,0,0,0,0,0.0061563,5,19.635,89.926,-178.83,NaN,13.642,988.75,339.57,0.05,0.042034
5.5812,211.3,48.152,1.3731,48.152,1.3733,-0.12861,-0.0017021,0.12862,-179.24,0.063514,0.019516,28.61,-80.6,9.7915,4.89E-04,0,0,0,231.07,3.5773,0.011553,3.23E-04,60.659,45.825,2.9667,0.14181,2242071,4.3106,1.7308,0.63323,0.63323,0.18958,0.32103,0.12261,1.11E-04,7.83E-04,-2.12E-04,0,0,0,0,0,0.0061652,5,19.635,89.925,-179.09,NaN,13.627,988.47,339.56,0.05,0.042313
5.6312,213.71,48.221,1.3388,48.221,1.3389,-0.13181,-0.0017557,0.13182,-179.24,0.064503,0.019997,28.61,-80.6,9.7915,5.14E-04,0,0,0,230.94,3.4541,0.011547,3.23E-04,60.659,45.814,2.9689,0.14201,2244835,4.3057,1.7353,0.63321,0.63321,0.18954,0.32105,0.12262,1.16E-04,3.01E-04,3.86E-04,0,0,0,0,0,0.006174,5,19.635,89.924,-179.32,NaN,13.611,988.19,339.55,0.05,0.042561
5.6812,216.12,48.287,1.3049,48.287,1.305,-0.13506,-0.0018077,0.13507,-179.23,0.06553,0.02094,28.61,-80.6,9.7915,3.74E-04,0,0,0,230.82,3.3308,0.011542,3.23E-04,60.659,45.803,2.9711,0.14222,2247517,4.3009,1.7396,0.63319,0.63319,0.1895,0.32106,0.12263,8.47E-05,6.79E-04,2.43E-05,0,0,0,0,0,0.0061825,5,19.635,89.922,-179.37,NaN,13.595,987.9,339.54,0.05,0.042806
5.7312,218.53,48.352,1.2714,48.352,1.2716,-0.13836,-0.0018581,0.13837,-179.23,0.066606,0.022322,28.61,-80.6,9.7915,3.50E-04,0,0,0,230.7,3.2076,0.011537,3.23E-04,60.659,45.792,2.9734,0.14241,2250119,4.2961,1.7439,0.63317,0.63317,0.18946,0.32108,0.12264,7.93E-05,5.03E-04,-1.66E-04,0,0,0,0,0,0.0061909,5,19.635,89.921,-179.01,NaN,13.58,987.62,339.53,0.05,0.043091
5.7812,220.95,48.416,1.2384,48.416,1.2386,-0.14172,-0.0019103,0.14173,-179.23,0.067733,0.022213,28.61,-80.6,9.7915,5.87E-04,0,0,0,230.57,3.0844,0.011531,3.23E-04,60.659,45.781,2.9756,0.1426,2252643,4.2912,1.748,0.63316,0.63316,0.18942,0.3211,0.12264,1.33E-04,7.92E-05,4.22E-04,0,0,0,0,0,0.006199,5,19.635,89.92,-178.68,NaN,13.564,987.34,339.52,0.05,0.043338
5.8312,223.38,48.477,1.2059,48.477,1.2061,-0.14513,-0.0019669,0.14514,-179.22,0.068834,0.022195,28.61,-80.6,9.7915,5.32E-04,0,0,0,230.45,2.9611,0.011526,3.23E-04,60.659,45.77,2.9778,0.14279,2255088,4.2864,1.752,0.63314,0.63314,0.18938,0.32111,0.12265,1.20E-04,-6.52E-05,4.13E-04,0,0,0,0,0,0.0062069,5,19.635,89.919,-178.65,NaN,13.548,987.05,339.51,0.05,0.04358
5.8812,225.8,48.538,1.1739,48.538,1.1741,-0.1486,-0.0020277,0.14861,-179.22,0.069956,0.022236,28.61,-80.6,9.7915,2.51E-04,0,0,0,230.33,2.8379,0.011521,3.23E-04,60.659,45.759,2.98,0.14297,2257457,4.2815,1.7559,0.63313,0.63313,0.18934,0.32113,0.12266,5.69E-05,1.05E-04,3.66E-05,0,0,0,0,0,0.0062146,5,19.635,89.917,-178.81,NaN,13.532,986.77,339.5,0.05,0.043824
5.9312,228.23,48.596,1.1422,48.596,1.1424,-0.15213,-0.0020911,0.15214,-179.21,0.071063,0.021775,28.61,-80.6,9.7915,3.70E-04,0,0,0,230.2,2.7146,0.011515,3.23E-04,60.659,45.748,2.9823,0.14314,2259750,4.2767,1.7597,0.63311,0.63311,0.1893,0.32114,0.12266,8.38E-05,2.16E-04,-1.57E-04,0,0,0,0,0,0.0062221,5,19.635,89.916,-179.21,NaN,13.517,986.48,339.49,0.05,0.044265
5.9812,230.66,48.653,1.1111,48.653,1.1113,-0.15571,-0.0021529,0.15572,-179.21,0.072138,0.021545,28.61,-80.6,9.7915,7.42E-04,0,0,0,230.08,2.5914,0.01151,3.23E-04,60.659,45.737,2.9845,0.14332,2261968,4.2718,1.7634,0.6331,0.6331,0.18927,0.32116,0.12267,1.68E-04,8.81E-04,-8.64E-05,0,0,0,0,0,0.0062294,5,19.635,89.915,-179.49,NaN,13.501,986.2,339.48,0.05,0.044612
6.0312,233.09,48.708,1.0803,48.709,1.0805,-0.15934,-0.0022114,0.15935,-179.2,0.073226,0.021695,28.61,-80.6,9.7915,4.57E-04,0,0,0,229.96,2.4682,0.011505,3.23E-04,60.659,45.726,2.9867,0.14348,2264112,4.267,1.7669,0.63309,0.63309,0.18924,0.32117,0.12268,1.03E-04,-1.59E-04,1.47E-04,0,0,0,0,0,0.0062365,5,19.635,89.914,-179.33,NaN,13.485,985.91,339.47,0.05,0.044934
6.0812,235.53,48.762,1.0583,48.762,1.0585,-0.16303,-0.0022681,0.16304,-179.2,0.074322,0.022162,28.61,-80.6,9.7915,3.05E-04,0,0,0,229.83,2.3449,0.011499,3.23E-04,60.659,45.714,2.989,0.14365,2266185,4.264,1.7704,0.63307,0.63307,0.1892,0.32119,0.12268,6.91E-05,5.68E-04,4.81E-04,0,0,0,0,0,0.0062434,5,19.635,89.913,-178.97,NaN,13.469,985.63,339.46,0.05,0.045273
